"Dependents","MultipleLines","InternetService","Contract","tenure","MonthlyCharges","Churn","confidence(No)","confidence(Yes)","prediction(Churn)","cost"
"Yes","No","DSL","Month-to-month",7.0,69.7,"No",0.8983070004665095,0.10169299953349054,"No",0.7966140009330189
"Yes","Yes","Fiber optic","Two year",59.0,99.5,"No",0.9421190623450572,0.05788093765494281,"No",0.8842381246901143
"No","Yes","DSL","Two year",71.0,73.5,"No",0.9542609978469442,0.045739002153055854,"No",0.9085219956938884
"Yes","No","DSL","Two year",60.0,19.25,"No",0.9593415517883349,0.04065844821166503,"No",0.9186831035766698
"No","No","DSL","Two year",61.0,81.05,"No",0.9540027137103396,0.0459972862896604,"No",0.9080054274206792
"No","No","Fiber optic","Month-to-month",9.0,70.5,"No",0.530729602563544,0.46927039743645604,"No",0.06145920512708791
"No","Yes","Fiber optic","Month-to-month",35.0,94.55,"No",0.6042273283011087,0.39577267169889135,"No",0.20845465660221735
"No","No","Fiber optic","Month-to-month",1.0,75.3,"Yes",0.39857408107309844,0.6014259189269016,"Yes",0.20285183785380312
"No","Yes","Fiber optic","Month-to-month",4.0,89.2,"Yes",0.29948535297322937,0.7005146470267706,"Yes",0.4010292940535412
"No","No","DSL","Two year",52.0,63.25,"No",0.9544764390249627,0.045523560975037326,"No",0.9089528780499254
"Yes","No","DSL","One year",5.0,20.1,"No",0.955482295853937,0.04451770414606295,"No",0.910964591707874
"No","Yes","Fiber optic","Two year",72.0,99.15,"No",0.943400384732505,0.056599615267494886,"No",0.8868007694650101
"Yes","Yes","DSL","One year",46.0,24.9,"No",0.958685356739769,0.0413146432602309,"No",0.917370713479538
"No","No","Fiber optic","Month-to-month",30.0,84.3,"No",0.7453784957054778,0.2546215042945222,"No",0.4907569914109556
"No","Yes","DSL","Month-to-month",12.0,61.65,"Yes",0.8370062770275629,0.16299372297243703,"No",0.6740125540551258
"No","Yes","Fiber optic","Two year",46.0,108.65,"No",0.908327393212356,0.09167260678764398,"No",0.816654786424712
"Yes","No","DSL","Two year",38.0,81.0,"No",0.9558418378717227,0.04415816212827717,"No",0.9116836757434456
"Yes","Yes","Fiber optic","Two year",72.0,114.55,"No",0.9411904466222037,0.05880955337779623,"No",0.8823808932444075
"Yes","No","DSL","Month-to-month",9.0,29.95,"Yes",0.9219435824208215,0.0780564175791784,"No",0.8438871648416432
"Yes","No","DSL","Month-to-month",9.0,65.0,"Yes",0.9016123993150961,0.09838760068490397,"No",0.8032247986301921
"Yes","No","DSL","Month-to-month",10.0,34.55,"No",0.9181778511069877,0.08182214889301231,"No",0.8363557022139754
"Yes","No","Fiber optic","One year",40.0,85.05,"No",0.9196246330211874,0.08037536697881252,"No",0.8392492660423748
"No","Yes","Fiber optic","One year",66.0,104.6,"No",0.8443046614120945,0.15569533858790552,"No",0.688609322824189
"No","Yes","Fiber optic","Two year",72.0,111.65,"No",0.9357549301054352,0.06424506989456463,"No",0.8715098602108706
"No","Yes","DSL","Month-to-month",46.0,55.0,"No",0.9191470335103427,0.0808529664896574,"No",0.8382940670206853
"No","No","DSL","One year",10.0,20.35,"No",0.9521847416846829,0.04781525831531711,"No",0.9043694833693658
"Yes","Yes","Fiber optic","Month-to-month",65.0,105.5,"Yes",0.8138721703156794,0.18612782968432037,"No",0.627744340631359
"No","Yes","DSL","Two year",68.0,70.9,"No",0.9542937377914079,0.04570626220859194,"No",0.9085874755828159
"Yes","Yes","Fiber optic","One year",56.0,104.55,"Yes",0.9030650986274081,0.09693490137259193,"No",0.8061301972548162
"No","Yes","Fiber optic","Month-to-month",10.0,85.25,"Yes",0.37028794981135765,0.6297120501886423,"Yes",0.25942410037728464
"Yes","Yes","DSL","Two year",68.0,25.4,"No",0.9594749047182368,0.040525095281763235,"No",0.9189498094364736
"Yes","No","DSL","Month-to-month",43.0,56.15,"Yes",0.9398488938669894,0.06015110613301052,"No",0.8796977877339789
"No","No","Fiber optic","Month-to-month",1.0,89.55,"Yes",0.3795593505186852,0.6204406494813147,"Yes",0.2408812989626295
"No","No","DSL","Month-to-month",1.0,45.7,"Yes",0.7022196513727446,0.29778034862725544,"No",0.4044393027454891
"No","Yes","Fiber optic","Month-to-month",2.0,89.5,"Yes",0.2839840993057839,0.7160159006942162,"Yes",0.4320318013884323
"No","No","Fiber optic","Month-to-month",3.0,69.55,"Yes",0.4436642168991918,0.5563357831008082,"Yes",0.11267156620161645
"No","No","Fiber optic","Month-to-month",1.0,74.6,"Yes",0.40057622045045,0.59942377954955,"Yes",0.19884755909909996
"No","Yes","DSL","Month-to-month",17.0,24.8,"No",0.9330120474874107,0.06698795251258936,"No",0.8660240949748214
"No","No","DSL","Month-to-month",8.0,19.65,"Yes",0.8847615476967655,0.11523845230323448,"No",0.769523095393531
"No","No","Fiber optic","Month-to-month",10.0,95.1,"No",0.45920468983412377,0.5407953101658762,"Yes",0.08159062033175246
"No","No","DSL","One year",45.0,78.8,"No",0.9433652133487263,0.05663478665127384,"No",0.8867304266974524
"Yes","No","DSL","One year",2.0,19.85,"Yes",0.9549670936868115,0.04503290631318855,"No",0.909934187373623
"No","No","DSL","Month-to-month",10.0,45.25,"No",0.783744595470797,0.21625540452920297,"No",0.567489190941594
"No","No","DSL","Month-to-month",1.0,20.05,"No",0.8338406249446667,0.1661593750553332,"No",0.6676812498893335
"Yes","Yes","DSL","Two year",65.0,69.55,"No",0.9576916673821886,0.04230833261781151,"No",0.915383334764377
"Yes","No","DSL","Two year",57.0,19.5,"No",0.959309407376999,0.0406905926230011,"No",0.9186188147539979
"No","No","Fiber optic","Month-to-month",3.0,74.75,"No",0.4208698390937599,0.5791301609062401,"Yes",0.15826032181248023
"No","No","DSL","Month-to-month",49.0,30.2,"No",0.9348831839475812,0.06511681605241881,"No",0.8697663678951624
"Yes","No","DSL","One year",53.0,19.85,"No",0.9583663445275392,0.041633655472460764,"No",0.9167326890550784
"Yes","Yes","DSL","Two year",53.0,25.55,"No",0.9593350958958801,0.04066490410412003,"No",0.91867019179176
"No","Yes","DSL","Month-to-month",22.0,24.85,"No",0.9403473851805715,0.05965261481942861,"No",0.8806947703611429
"No","No","DSL","Month-to-month",52.0,49.15,"Yes",0.911600765377881,0.08839923462211906,"No",0.823201530755762
"No","Yes","Fiber optic","Two year",65.0,110.35,"No",0.9306166396208778,0.06938336037912209,"No",0.8612332792417557
"No","Yes","Fiber optic","One year",40.0,103.75,"No",0.8001760934550132,0.19982390654498683,"No",0.6003521869100263
"No","No","DSL","One year",52.0,30.1,"No",0.9548842912555057,0.04511570874449433,"No",0.9097685825110113
"No","Yes","Fiber optic","Month-to-month",51.0,83.4,"No",0.8049320413801838,0.19506795861981616,"No",0.6098640827603676
"Yes","Yes","DSL","One year",31.0,75.25,"No",0.9537584407791404,0.04624155922085974,"No",0.9075168815582807
"No","Yes","DSL","Two year",72.0,85.15,"No",0.9529330020360597,0.047066997963940205,"No",0.9058660040721195
"Yes","No","Fiber optic","One year",47.0,84.95,"No",0.9256449433774336,0.07435505662256635,"No",0.8512898867548673
"Yes","Yes","DSL","Two year",72.0,66.5,"No",0.9581534566459619,0.04184654335403818,"No",0.9163069132919237
"Yes","Yes","DSL","Two year",66.0,63.3,"No",0.9581458298998388,0.041854170100161237,"No",0.9162916597996775
"No","No","DSL","Month-to-month",4.0,49.25,"No",0.7350177085593096,0.26498229144069035,"No",0.47003541711861924
"No","No","DSL","Month-to-month",1.0,19.55,"Yes",0.8375807870859195,0.16241921291408043,"No",0.6751615741718391
"No","Yes","Fiber optic","Month-to-month",32.0,85.65,"No",0.6317106133326379,0.36828938666736216,"No",0.26342122666527573
"No","No","DSL","Month-to-month",26.0,50.35,"No",0.8773782482228039,0.12262175177719621,"No",0.7547564964456076
"No","Yes","Fiber optic","Month-to-month",68.0,80.35,"No",0.8901644325141539,0.10983556748584611,"No",0.7803288650283078
"Yes","No","DSL","One year",2.0,20.2,"No",0.9549057680665962,0.04509423193340384,"No",0.9098115361331924
"Yes","Yes","Fiber optic","Month-to-month",4.0,85.95,"Yes",0.3700805940765452,0.629919405923455,"Yes",0.25983881184690977
"No","Yes","DSL","Two year",22.0,26.25,"No",0.9569602790844042,0.04303972091559568,"No",0.9139205581688085
"No","Yes","Fiber optic","Month-to-month",30.0,91.7,"Yes",0.5747255709869722,0.42527442901302775,"No",0.14945114197394443
"Yes","Yes","Fiber optic","Two year",72.0,79.05,"No",0.9542754442416527,0.04572455575834724,"No",0.9085508884833055
"No","Yes","Fiber optic","Month-to-month",27.0,90.15,"No",0.5552877612843752,0.4447122387156248,"No",0.11057552256875036
"No","Yes","DSL","Two year",72.0,89.85,"No",0.9525081089354902,0.04749189106450974,"No",0.9050162178709804
"No","Yes","DSL","Two year",47.0,65.0,"No",0.9528468545716379,0.047153145428362096,"No",0.9056937091432757
"No","No","Fiber optic","Month-to-month",2.0,80.45,"No",0.3951351851432363,0.6048648148567637,"Yes",0.20972962971352738
"No","Yes","Fiber optic","Month-to-month",10.0,98.55,"Yes",0.3312963412077709,0.668703658792229,"Yes",0.33740731758445813
"No","No","Fiber optic","One year",63.0,90.05,"No",0.9118375031531828,0.08816249684681716,"No",0.8236750063063656
"Yes","No","DSL","Month-to-month",7.0,71.35,"No",0.8990784120678742,0.10092158793212576,"No",0.7981568241357484
"Yes","No","DSL","Two year",0.0,20.25,"No",0.9565203720306652,0.04347962796933472,"No",0.9130407440613305
"No","Yes","Fiber optic","Month-to-month",20.0,98.55,"Yes",0.439249395424822,0.5607506045751779,"Yes",0.1215012091503559
"No","No","DSL","Month-to-month",3.0,19.85,"No",0.8514036421720891,0.148596357827911,"No",0.702807284344178
"Yes","Yes","Fiber optic","Two year",72.0,90.35,"No",0.9510172118006016,0.048982788199398386,"No",0.9020344236012032
"No","No","DSL","Month-to-month",1.0,20.8,"No",0.8282359665829532,0.17176403341704674,"No",0.6564719331659065
"No","No","DSL","One year",14.0,20.4,"No",0.9532559015349551,0.046744098465044924,"No",0.9065118030699102
"No","No","Fiber optic","Month-to-month",41.0,74.25,"No",0.8457129583384636,0.15428704166153637,"No",0.6914259166769272
"No","No","DSL","Month-to-month",11.0,20.45,"No",0.895565453413318,0.10443454658668215,"No",0.7911309068266358
"No","No","DSL","Month-to-month",1.0,19.9,"Yes",0.8349640882999377,0.1650359117000624,"No",0.6699281765998754
"No","No","Fiber optic","One year",33.0,95.8,"Yes",0.8680337232240082,0.13196627677599196,"No",0.7360674464480162
"Yes","No","DSL","Month-to-month",3.0,40.3,"No",0.8885353273364393,0.11146467266356079,"No",0.7770706546728785
"Yes","No","DSL","One year",63.0,40.6,"No",0.9572218132079827,0.04277818679201736,"No",0.9144436264159653
"Yes","No","DSL","Two year",60.0,59.85,"No",0.958066233212191,0.041933766787809,"No",0.916132466424382
"Yes","No","DSL","Two year",8.0,19.85,"No",0.9575592237973373,0.042440776202662754,"No",0.9151184475946745
"No","No","DSL","Month-to-month",6.0,45.0,"No",0.7472845794112096,0.25271542058879054,"No",0.4945691588224191
"No","Yes","Fiber optic","One year",31.0,81.7,"No",0.8700094371041551,0.12999056289584493,"No",0.7400188742083103
"No","No","DSL","Two year",46.0,64.2,"No",0.9538914569250497,0.04610854307495036,"No",0.9077829138500993
"Yes","Yes","DSL","Two year",72.0,76.8,"No",0.9574349160201739,0.04256508397982606,"No",0.9148698320403479
"No","No","DSL","Month-to-month",18.0,55.2,"No",0.8475571741576572,0.15244282584234284,"No",0.6951143483153144
"No","Yes","Fiber optic","Two year",70.0,104.0,"Yes",0.9393889065223447,0.06061109347765516,"No",0.8787778130446896
"No","Yes","Fiber optic","Month-to-month",25.0,84.6,"No",0.5700204761420093,0.4299795238579907,"No",0.14004095228401864
"Yes","No","Fiber optic","One year",55.0,103.7,"No",0.9193156588328714,0.08068434116712865,"No",0.8386313176657427
"No","Yes","Fiber optic","Two year",70.0,88.0,"No",0.9473645860010879,0.05263541399891212,"No",0.8947291720021757
"Yes","No","DSL","Two year",43.0,79.15,"No",0.9561552627387363,0.0438447372612637,"No",0.9123105254774726
"No","No","Fiber optic","Month-to-month",4.0,78.85,"Yes",0.4181125741543668,0.5818874258456331,"Yes",0.16377485169126632
"No","No","DSL","Month-to-month",36.0,79.2,"No",0.9065860741698654,0.0934139258301346,"No",0.8131721483397307
"No","No","DSL","Month-to-month",13.0,30.85,"No",0.8533247328557656,0.1466752671442344,"No",0.7066494657115312
"No","Yes","DSL","Two year",72.0,92.0,"No",0.9523082719176837,0.04769172808231623,"No",0.9046165438353675
"Yes","Yes","DSL","Two year",52.0,85.15,"No",0.9555408037642041,0.04445919623579586,"No",0.9110816075284083
"No","No","DSL","Month-to-month",5.0,64.35,"No",0.7801539391206044,0.2198460608793956,"No",0.5603078782412088
"Yes","Yes","Fiber optic","One year",62.0,100.15,"Yes",0.9153255663147158,0.084674433685284,"No",0.8306511326294318
"No","Yes","DSL","Two year",72.0,86.05,"No",0.9528472496670023,0.04715275033299765,"No",0.9056944993340046
"No","Yes","Fiber optic","Month-to-month",22.0,94.65,"Yes",0.477641593505608,0.522358406494392,"Yes",0.04471681298878405
"No","No","Fiber optic","Month-to-month",4.0,80.6,"Yes",0.41304220824607546,0.5869577917539245,"Yes",0.17391558350784903
"No","No","DSL","Two year",62.0,39.0,"No",0.9573731211312236,0.04262687886877631,"No",0.9147462422624473
"No","Yes","Fiber optic","Two year",72.0,98.2,"No",0.943872024312335,0.05612797568766505,"No",0.8877440486246699
"Yes","No","Fiber optic","One year",57.0,97.55,"No",0.9238046189122882,0.07619538108771179,"No",0.8476092378245763
"Yes","No","DSL","Two year",66.0,19.95,"No",0.9593730685654895,0.04062693143451046,"No",0.9187461371309791
"No","No","Fiber optic","Month-to-month",15.0,105.1,"Yes",0.5303803843341418,0.46961961566585814,"No",0.06076076866828367
"Yes","No","DSL","One year",51.0,60.15,"No",0.9549820777767426,0.045017922223257435,"No",0.9099641555534852
"No","Yes","DSL","Month-to-month",33.0,54.65,"No",0.9170826614810791,0.08291733851892084,"No",0.8341653229621583
"No","No","Fiber optic","Month-to-month",10.0,110.1,"Yes",0.47225209675654467,0.5277479032434553,"Yes",0.05549580648691066
"Yes","No","DSL","One year",49.0,35.8,"No",0.9571267450462996,0.04287325495370035,"No",0.9142534900925993
"Yes","No","Fiber optic","One year",37.0,91.2,"No",0.910226379746555,0.08977362025344508,"No",0.8204527594931099
"Yes","Yes","Fiber optic","Month-to-month",31.0,89.3,"No",0.7177273584011715,0.2822726415988286,"No",0.43545471680234293
"Yes","Yes","Fiber optic","Month-to-month",50.0,103.85,"Yes",0.7632467676815965,0.2367532323184036,"No",0.5264935353631929
"No","Yes","Fiber optic","Month-to-month",32.0,81.1,"No",0.6674208123300488,0.33257918766995126,"No",0.33484162466009754
"No","Yes","Fiber optic","One year",63.0,81.2,"No",0.9163199374501039,0.08368006254989607,"No",0.8326398749002077
"No","Yes","Fiber optic","Two year",53.0,105.55,"No",0.9211019614761086,0.07889803852389145,"No",0.8422039229522171
"No","No","Fiber optic","Month-to-month",12.0,98.9,"Yes",0.4857119070101794,0.5142880929898206,"Yes",0.028576185979641178
"No","Yes","Fiber optic","Month-to-month",9.0,98.3,"Yes",0.3229077142940158,0.6770922857059842,"Yes",0.3541845714119684
"No","No","DSL","One year",19.0,65.35,"No",0.9427383277595348,0.057261672240465224,"No",0.8854766555190696
"Yes","No","DSL","Month-to-month",8.0,19.95,"No",0.9324716132039553,0.06752838679604467,"No",0.8649432264079107
"Yes","Yes","DSL","Two year",72.0,25.2,"No",0.9595010497980277,0.04049895020197234,"No",0.9190020995960554
"No","No","Fiber optic","Month-to-month",23.0,75.4,"No",0.7179397554649706,0.28206024453502937,"No",0.4358795109299412
"No","No","DSL","Two year",72.0,65.55,"No",0.9558789364376251,0.044121063562374864,"No",0.9117578728752502
"No","Yes","Fiber optic","Month-to-month",26.0,80.7,"No",0.6122009069734377,0.3877990930265623,"No",0.22440181394687536
"No","No","Fiber optic","One year",21.0,104.55,"No",0.8223702773986828,0.17762972260131718,"No",0.6447405547973657
"No","Yes","DSL","One year",60.0,24.15,"No",0.9576479246531365,0.04235207534686345,"No",0.9152958493062731
"No","Yes","DSL","One year",63.0,79.7,"No",0.9447319729215943,0.05526802707840576,"No",0.8894639458431886
"No","Yes","Fiber optic","Month-to-month",3.0,79.4,"Yes",0.3218363047244855,0.6781636952755145,"Yes",0.35632739055102897
"Yes","Yes","Fiber optic","Two year",68.0,103.75,"No",0.9446833498309696,0.05531665016903033,"No",0.8893666996619393
"Yes","No","Fiber optic","One year",30.0,86.45,"No",0.9075904610013704,0.09240953899862954,"No",0.8151809220027408
"No","No","DSL","Two year",72.0,19.3,"No",0.9588539999347555,0.04114600006524435,"No",0.9177079998695111
"No","No","DSL","One year",12.0,33.6,"No",0.9488645379965002,0.05113546200349972,"No",0.8977290759930004
"Yes","No","DSL","Two year",0.0,80.85,"No",0.9485642174874421,0.051435782512557815,"No",0.8971284349748843
"Yes","No","DSL","Month-to-month",13.0,30.15,"No",0.9293786390981899,0.07062136090181015,"No",0.8587572781963797
"Yes","Yes","Fiber optic","Month-to-month",54.0,104.1,"No",0.7782897146728819,0.2217102853271181,"No",0.5565794293457638
"No","Yes","Fiber optic","Month-to-month",3.0,74.4,"Yes",0.34443232661013873,0.6555676733898613,"Yes",0.3111353467797226
"Yes","No","DSL","Month-to-month",4.0,20.5,"No",0.9239747539098421,0.0760252460901578,"No",0.8479495078196843
"Yes","No","DSL","Two year",35.0,20.5,"No",0.9589409652872632,0.04105903471273679,"No",0.9178819305745265
"No","Yes","Fiber optic","Month-to-month",22.0,95.1,"No",0.475450554941506,0.5245494450584939,"Yes",0.04909889011698787
"No","No","DSL","Month-to-month",1.0,44.7,"Yes",0.7008711201736334,0.29912887982636666,"No",0.40174224034726674
"No","No","DSL","Month-to-month",4.0,56.75,"No",0.751441804141863,0.248558195858137,"No",0.502883608283726
"No","Yes","DSL","Month-to-month",25.0,81.75,"No",0.8857230591420179,0.11427694085798207,"No",0.7714461182840358
"Yes","No","Fiber optic","Month-to-month",32.0,86.1,"No",0.7891787915628056,0.21082120843719454,"No",0.578357583125611
"No","No","DSL","Month-to-month",7.0,29.8,"No",0.8151863353102136,0.18481366468978647,"No",0.6303726706204271
"No","No","DSL","One year",17.0,20.5,"No",0.9539257153789836,0.04607428462101624,"No",0.9078514307579674
"No","Yes","DSL","Two year",56.0,73.25,"No",0.9526650764860133,0.04733492351398677,"No",0.9053301529720266
"No","No","DSL","Month-to-month",1.0,45.7,"Yes",0.7022196513727446,0.29778034862725544,"No",0.4044393027454891
